text,binary_label
"смотреть фильм какой-нибудь начинать видеть отображение проблема начинать понимать замысел режиссер сценарист выглядывать художественный изыск интересный визуальный решение невероятный сюжетный поворот просмотр восхищаться талант постановщик говорить хороший фильм ),  замечать ляп замечать сюжет событие подгонять цель персонаж происходить голова случай посмотреть фильм понравиться ничто замечать нажимать плей прийти титр заканчиваться возвращаться реальный гражданин кейн магнат отец муж друг любовник капризный ребенок самый могущественный америка заканчивать свой одиночество невыносимый делать хотеться эгоист розовый бутон мечта самый могущественный богатый старый ребенок семья семья отбирать семья лишаться благодаря свой богатство парадокс данный история заслуживать мать желать сын хороший лишать самый дело должный получать звучать банально мать научать любовь оставлять наедине прихоть лишаться любовь смочь давать свой жена свой сын смочь сохранять дружба конец конец потерять тяжелый психологический драма блестящий режиссура исполнение орсона уэллс кой случай хороший фильм смотреть сравнивать глубина сюжет новаторство исполнение актерский игра эталон художественный кино эталон хороший бывать",positive
"фильм снимать великолепно голова высокий любой фильм 40 х захватывать визуально уэллс удаваться сделать композиционный сложность одновременно ненавязчивый легкий восприятие визуальный ряд великолепно передавать ощущение погружение таинственный внутренний мир фильм смотреться единый целое обязательно смотреть последний минута действие разворачиваться медленно многое визуально сюжетный передавать процесс составление головоломка пристальный внимание деталь уэллс словно ботаник выбирать цветок личность тысяча подобный гражданин ',  примечательный тысяча американский гражданин пинцет раскрывать цветок складывать лепесток пытаться находить ядро ', ' душа ', ' ключ разгадка личность тайна личность главный лейтмотив фильм неоднократно передаваться игра тень лицо погружать тень освещать миг всполох огонь наблюдатель брести бесконечный таинственный предмет визуальный выражение основной идея гражданин кейн уэллс задаваться вопрос явно незаурядный кейн знать мир оказываться знать никто знать поступок высказывание дело оставаться деревянный идол пустой глаз настоящий сущность кейн отвечать никто смерть оставаться огромный вопросительный знак жена казаться самый близкие существо пробиваться настоящий кейн кейн уверять управлять сотня выглядеть марионетка программа действие закладывать детство последующий уверенно действовать считать решать должный мир владеть ум лишенный эмпатия делец способный понимать реальный желание исполнять желание приписывать неспособный любить принимать любовь идеально исполнять программа возлагать плечо капитализм начало 20 го век кейн внутренне нуждаться плод свой усилие терять достижение ощущение утрата внутренний пустота настигать конец вместе ответ оставаться настоящий чувство искренний желание кейн душа неужели рождаться картонный успешный гражданин сущность розовый бутон знак детский невинность беззаботность явный фрейдистский символ означать женский гениталии зря поиск розовый бутон томпсон обращаться женщина сердце кейн принадлежать женщина самый дело душа оставаться занести снег родительский дом ключевой сцена сделать деревянный кукла собственный родитель единственный женщина мать кейн перерасти момент детство фрейд находить ребенок патологический привязанность мать итак розовый бутон мать единственный женщина кейн утерять сущность оставаться зародыш развиваться взрослый томпсон удаваться узнавать откуда кейн никто открываться некого знать розовый бутон кейн смочь выстраивать связь соглашаться соглашаться понимание уэллс человеческий личность передавать фильм ощущение тайна невинность порочность неизвестный сторона чужой душа наверное аналог кинематограф",positive
"фильм повествовать прошлое настоящее чарльз фостерь кейн кино старый малосмотрибельный сегодняшний мерка чертовски увлекательный честно признаваться смотреть заход вечер скука ради интерес наоборот скоро интересовать факт фильм создатель секрет  « гражданин кейн »  находиться десятилетие ке фильм народ орсона уэллс ходить множество легенда хулиганский постановка радио нашествие инопланетянин книга однофамилец фантаст герберт уэллс книга  « война мир » житель нью-йорк шутка испугаться возможность порабощеный инопланетный захватчик никто подумать студия местный радио сидеть молодой слово охватывать ужас рассказчик читать роман тезка орсона уэллс исполняться 30 пленять любовь эксцентрика эпатаж создавать фильм  « гражданин кейн »  вместе свой однополчанин местный небольшой театр создавать блокбастер драма вспоминать трудный минута скоро правильный кино снимать поэтапно что-то наподобие мемуары великий прошлое идти напролом получать любой метод бояться никто бог страдать яростно любить любимый любовь особенный захватнический навязнуть что-то свыше специально кто-то избирать возвышаться мир умирать простой фраза уста  –  розовый бутон начинаться история редакция газета свой журналист пытаться написать прощальный статья свой хозяин что-то хватать какой-то мелочь значить прощальный слово розовый бутон любой душа мешок кость обгладывать скользить поверхность большой заметный богатый мешок бывать вагон казаться надменный отрицательный трясти свой барахло денежный глаз голодный публика поэтому ненавидеть олигарх политик начальник черта характер русский народ америка иначе воспитание правый богатый относиться должный почтение этика черт знать разменивать ненависть знакомый минимум глупо максимум опасный фильм смотреть пережимать форм-фактор avi качество картинка черно-белый красивый наверное ч б неравнодушный фотографический вкусности звук скоро моноканальный пережимать стерео странный понравиться перевод одноголосый правильный чувственный ощущать фильм отцовский забота прямо бал фильм смотреть советовать киношник разочаровываться современный искусство однозначный  « маст си »,  поставлять скоро занудливый",positive
"посмотреть фильм частенько называть хороший фильм история кинематограф увидеть безоговорочный шедевр видеть фильм 30 х поэтому сложно разглядеть множество новый прием использовать орсон уэллс оператор грегга толанд режиссура замечательный сторона читать восторженный отзыв журнал слышать засыпать 20 минута просмотр мнение : ' гражданин кейн отличаться удивительный гармония развитие сюжет картинка ',  фильм интересный приятно смотреть фильм понравиться поэтому беспристрастно",positive
"1941 великий траур америка умирать выдающийся гражданин сша  –  чарльз фостереть кейн история воплощение американский мечта взяться управление малотиражный газета группа приятель становиться владелец медиа империя близкий друг диктатор президент народ выбирать президент сша кейн встречаться самый красивый женщина роман женитьба автоматически становиться событие помощь свой газета журнал доносить информация управлять политический событие смотря свой известность кейн умирать одиночество недостроенный дворец должный становиться самый большой частный парк земля последний слово : « бутон роза » (« rosebud ») ,  становиться навящевой идея журналист бросаться опрашивать друг надежда разгадывать смысл слово постепенно разговор зритель раскрываться подробный картина магнат фильм вполне заслуженно получать награда считаться мировой классика использовать визуальный прием смотря черно-белый пленка спустя шестьдесят лишний смотреться затаивать дыхание описывать важно выделять тень дом снегопад силуэт игра актер безупречный замечать вымучивать жест провисать из-за неискренний игра сцена наблюдать журналист раскапывать главный веха биография выдумывать постоянно ловить режиссер брать факт вещь наверно самый главный вопрос фильм мысль пытаться доносить зритель режиссер многоплановый лента зашифровывать колоссальный количество информация задумываться пасквиль известный тридцатый медиа магнат прикладывать сила погубить фильм перекрывать кислород реклама прокат ),  неожиданно получаться яркий история человеческий душа рассказ любовь дружба отчаяние непонимание моральный падение смотря вымысел уэллс вкладывать лента вечный человечество истина подавать настолько достоверно интересно просмотр зритель возникать ощущение надуманность  « гражданин кейн »,  возглавлять список хороший фильм народ хороший роман уставать перечитывать находить немой новый нюанс мысль неожиданный поворот лента наслаждение игра актер великолепный картинка интересный сюжет надоедать многомерный личность кейн постоянно обнаруживать черта присущий множество начинать сравнивать свой знакомый отыскивать что-то общий побояться громкий слово  « гражданин кейн »  своеобразный кинематографический энциклопедия человеческий личность подробно описывать известный людской страсть",positive
"фиьма прослеживаться карьер издательский магнат чей предсмертнын слово розовый бутон оставаться загадка самый конец фильм гражданин кейн  ',  пожалуй великий работа орсона уэллс актер режиссер течение фильм всячески экспериментировать съемка казаться какой-то новаторство посмотреть десяток фильм 30 х понимать новое привносить режиссер кино стоить отмечать кейн уэллс отмечаться постановка война мир  ',  многий американец всерьез поверять страна вторгаться пришелец появление экран гражданин кейн встречать особо теплый прием издатель магнат херст узнавать кейн подвергать фильм жесткий критика поздно кинокритика кинематографист оценивать фильм достоинство занимать место рейтинг хороший фильм американский киноакадемия понравиться кейн  ',  попсовость глубина различимый просмотр рекомендовать",positive
"величие фильм  « гражданин кейн »  бежать впереди любитель кино слышать название  « гражданин кейн » рейтинг хороший хороший фильм народ начало упоминаться  « гражданин кейн » фильм скандальность идти ущерб ошибаться слышать величие фильм  « гражданин кейн »,  посмотреть пара неделя сделать оказываться помимо фильм интересный шум сопровождать почетный звание создатель бесспорный гений звуковой кино орсон уэллс отмечать снимать свой шедевр 24 эдвард вуд младший верить фильм тим бартон  « эд вуд »)  восхищаться уэллс иерархия кинотворец занимать противоположный уэллс список место уэллс легендарный величина американский кинематограф совмещать помимо актерский режиссерский функция обязанность сценарист продюсер оператор говорить человек-оркестр самый поставлять радио постановка  « война мир »,  заставлять житель нью-джерси выходить улица  « встречать »  инопланетянин постановка запись спилберг рука отрывать владелец замышлять свой экранизация роман герберт уэллс увольнять  « трюк »  орсон уэллс вряд помышлять спустя выпускать фильм будоражить ум человечество киноманский часть точно собственно 1941 май мир увидеть  « гражданин кейн » увидеть забывать многие посчастливиться рассказывать внук свой глаз видеть новый кинематограф быстро меняться мир европа сотрясаться война американский кинематограф полностью пересев звук выходить мировой лидер картина уэллс проходить громко помешать антикампания устраивать фильм мультимиллионер хэрст владеть большинство сми америка давать команда бойкотировать фильм уэллс случаться битва информационный война нынче возможно представлять мир уэллс приходиться раздавать интервью повод оригинальность новизна фильм уговаривать руководитель студия убирать фильм долгий ящик справедливость восторжествовать нынче любой желающий путем несложный действие приобретать посмотреть фильм уэллс побегать приходиться обходить двд магазин натыкаться вопрос  « », « классика вроде »  ответ  « купить » ладно изобретать интернет ... просмотр фильм момент получение долгожданный посылка занимать быстрый час проходить гениальный фильм прошлый современный технология сразу определять фильм изобретать уэллс думать фильм 30 х гг прошлый век посмотреть оценивать  « гражданин кейн »  достоинство визуальный план опыт знакомство столь древний фильм богатый сюжетный начинка  « гражданин кейн »  насыщать околокиношный фильм начинаться самый сложный автор план раскрытие секрет отрезок картина автор трудно удерживать зрительский интерес конец правда уэллс 1941т затирать момент звуковой кино единица поэтому идея раскрывать показывать главный внутренний смысл сметь похвальный раскрытие карта видео хроника главный герой фильм чарльз кейн видео некролог продолжительность минута новость уделять некролог узнавать кейн миллионер ничто кейн фильм фильм рассказывать жизненный путь миллионер становление газета империя дворец женщина политический взгляд известный мир главный интрига оставаться самый дело кейн скрывать последний слово  « rosebud » дальнейший сюжет пойти журналистский расследование происхождение значение слово уэллс слово поиск вкладывать смысл человеческий природа самый простой человеческий страсть  « познавать неизвестный » проходить эпоха господствующий государство менять друг друг развиваться наука рушиться империя помимо меркантильный интерес богато жить вкусно скрывать наивный  –  любопытство зря народ радиопостановка  « война мир »  уэллс мотив уэллс выходить встречать марсианин зря изобретать микроскоп полететь луна ... уэллс снимать свой шедевр акцентировать внимание страсть объясняться масса знать  « rosebud »,  журналист ставить средство массовый информация факт узнавать  « rosebud » -  момент считать  « rosebud ом » уэллс возводить любопытство человеческий аксиома просить обращать внимание итоговый результат придумывать манкевич уэллс поставлять точка  « rosebud »,  нечто человеческий природа вывод  « гражданин кейн »  делать одинаковый проходить столько фильм дюйм устаревать масса медий загубить любой фильм сделать угодно герой миллионер прятаться дворец страстный бродить мир поиск новый ... уэллс снимать шедевр входить список рекордсмен количество награда американский киноакадемия зрительский симпатия золотой пальмовый ветвь помазать оскар  « гражданин кейн »  сценарий получать болванчик фильм хэрст отдавать отмашка придерживать сми фильм  « гражданин кейн » возможно числиться  « гражданин кейн »  высоко числиться поныне делаться хороший ?! фильм безусловно достойный свой место история написать фильм понравиться столь красивый внешне современный фильм столь глубокий философский обладать необъяснимый магия манящий зрительский сердце ответ кампания масса медий забывать отмечать  « гражданин кейн »,  высмеивать уэллс второе магия кино аксиома знать",positive
"неоднозначный фильм сторона фильм интересный безусловно фильм выделяться игра актер орсона уэллс смотреть кейн верить загримировывать актер фильм показывать примерно 25 70 ),  живо смотреться интересно наблюдать окружение кейн фильм собственно больший часть психологический показывать вроде богатый обычный недостаток присущий интересно предсмертный слово кейн разгадывать репортер ... кстати интересный слово конец фильм самый слово зритель конец конец узнавать тайна слово ... тайный называть сложно легко догадываться значение последний слово кейн слово многий думать конец свой ... молчать молчать посмотреть фильм понимать интересный политика кейн заповедь читатель п обычный заповедь нарушать замечать герой конец фильм счастливый ... подумать ... сторона фильм старовато смотреться проблема фильм достаточно место основной начало фильм уделять политика думать кто-то хотеться сидеть разбираться великий депрессия 30 х тонкость ... утешать политический занимать центральный место фильм общий фильм интересно разбираться психология поступок убеждаться вроде вид великий совершать множество ошибка несовершенный главное многий великий несмотря свой богатство одинокий ...",positive
"блестящий фильм масштабный кино интересный сценарий отличный актер интрига отлично закручивать сценарий представлять мозаика чарльз кейн великий несчастный конец кейн становиться родной нравиться восхищаться фильм обнаруживать недостаток затянутость фильм присущий старый фильм последний полчаса начинать клонить ко сон х часовой длина х часовой недостаток прощаться вспоминать дебют уэллс снимать фильм попытка режиссура уэллс написать отличный сценарий блестяще сыграть главный роль настоящий талант ничто настоящий шедевр хороший фильм 40 х легкий  « касабланка »,  точно плохо однозначно обязательный просмотр",positive
гражданин кейн фигурировать всевозможный рейтинг хороший фильм причислять причислять дебютный работа орсона уэллс лик избранный говориться дело современный зритель кино показываться затягивать нудноватый спрашивать знать байопик становиться скучноватый свой концовка несмотря уэллс заявлять картина стоить относить байопики почему-то завидный усердие причислять жанр байопик пускай резко бросаться глаз насколько сильно кейн попадать стандартный жанровый рамка начало фильм врываться экран форма агрессивный стремительный репортаж рождение смерть чарльз фостер кейн видеть минута считать сюжет фильм главный перипетия известный дальнейший углубление сюжетный ход высказывать минута большой счет режиссер оставлять никакой интрига развязка известный зритель ожидать обычный сюжетный канва уэллс запаковывать свой картина обвертка детективный история начинка байопика большинство фильм данный жанр режиссер словно биограф планомерно рассказывать главный герой базироваться собранный материал  « гражданин кейн »  видеть собираться подобный материал журналистский расследование позволять уэллс показывать кейн глаз различный привносить что-то новый противоречивый образ главный герой несмотря свой шестидесятилетний история фильм ничуть потерять свой актуальность выглядеть современный многое достигаться счет подымать картина сюжет проблема идея предвосхищать эпоха тотальный влияние сми повседневный режиссер поставлять центр внимание медиа магнат способный счет свой ресурс формировать общественный мнение публиковать информация выгодный качество главный принцип пропагандироваться ныне модный перфекционизм несмотря коррумпированный история успех уэллс напоминать зритель кой случай изменять свой личный правило принцип жить иначе потерять самый главное  –  честность отношение выход экран картина проваливаться прокат поспособствовать уильям рэндольф хирст известный медиа магнат основа иной степень построить образ кейн фильм бесследно исчезать кинотеатр забросить дальний полка архив  « rko » расставлять свой место пересматривать кейн удивляться великолепный операторский работа намного опережать свой выверять мелочь сценарий блестящий работа гример суметь правдоподобный показывать внешность различный поаплодировать актерский игра главный скрипка играть орсон уэллс итого современный мерка затягивать блестящий отношение кино настоящий классика,positive
фильм целиком полностью характеризовать стиль орсона уэллс посмотреть навсегда определять нравиться режиссер навряд относиться уэллс отрицательно классик кино сравнивать классик литература фильм уэллс точно раскрываться человеческий сущность индивидум общество вцелое смотреть фильм думать где-то стиль съемка превращаться автограф уэллс спутывать уэллся присущий некий гигантомания манера съемка снизу упоминаться делать великан обращать внимание декарация сразу бросаться глаз размер правильный орсон уэллся прямой переносный смысл гигант кино право заслуживать свой место среди классик,positive
"знать гражданин кейн возглавлять едва список хороший фильм народ собираться посмотреть наверное понимать популярный единодушие постоянство зритель критик равно оставаться загадка фильм выходить экран 1941 сделать больший часть орсон уэллс сценарий режиссура главный роль момент 25 внимательно проанализировать картина безусловно находиться немало новаторский прием обратный повествование абсолютный новшество вкрапление флэшбэк закольцовывать структура жанровый неоднородность среди визуальный находка продуманный операторский работа тщательно поставлять свет сцена формально детектив начинаться смерть главный герой медиамагнат кейн умирать произносить слово  -  ' rosebud ' ( бутон роза ),  смысл никто понимать журналист работать биографический фильм кейн начинать встречаться окружение расспрашивать главное герой видеть по-своему речь идти событие рассказчик выдавать разный версия происходить конец фильм узнавать rosebud ',  говорить кейн смерть причем режиссер показывать разгадка зритель герой оставаться неведение критика говорить главный посыл фильм непознаваемость любой загадка никто сила разгадывать добавлять линия детство определять последующий концовка фильм однозначно показывать",positive
фильм кристофер нолан помнить узнавать совершенно случайно решать посмотреть фильм буквально поражать свой необычный структура повествование необычный детективный история неожиданный развязка просмотр начинать по-другому относиться режиссер кристофер нолан проделывать работа придумывать сюжет снимать фильм буквально зад наперед работа настоящий гений кино изюминка фильм являться необычный структура позволять зритель почувствовать каково житься главный герой из-за свой болезнь вынуждать начинать заново искать убийца свой жена отомщать фильм интересный герой леонард гай пирс ) -  главный герой интересный персонаж сопереживать протяжение фильм становиться жалко больной персонаж получаться неоднозначный запоминаться тедди джо пантольяно ) -  друг герой неоднозначный противоречивый протяжение история зритель главный герой гадать доверять натали кэрри энн мосс ) -  героиня сюжет вместе главный герой одновременно верить сомневаться использовать свой личный цель герой строиться повествование картина наблюдать сомневаться поступок истинный удовольствие зритель фильм помнить ' -  фильм головоломка буквальный смысл слово приковывать зритель экран позволять отвлекаться минута задавать множество вопрос пытаться находить ответ зритель понимать совершенно по-разному правый картина стоить посмотреть минимум понимать находить новый загадка уверенный пересматривать фильм смочь находить что-то новый,positive
"искать заставлять свой мозг работать 146 фильм режиссер заспойлерит концовка минута медленно порция начинать отъезжать отчего отношение первоначальный финал постепенно перевертываться дно герой фильм говорить дельный вещь зависеть воспоминание составлять человеческий личность воспоминание кусок мясо жить цель смысл гай пирс прекрасный восхищаться актер способный настолько правдоподобный передавать болезнь практически встречать реальный звездный состав  « матрица »  удачно вписываться заодно заставлять задумываться тема реальность происходить экран художественный решение высота грамотный разбивка сцена черно-белый цветной помогать различать фрагмент находиться история плюс позволять проблема восприятие вести часть история хронологический порядок  —  обратный периодически появляться ультракороткий монтажный вставка заставлять зритель трепетать молоденький школьница вид железный просмотр поймать мысль  « находиться комната »
",positive
"помнить ' -  фильм сделать режиссер культовый масса многие вообще считать картина нолан фильм стоять многий последующий картина , ' помнить использовать метод нелинейный повествование способный водить зритель нос самый конец хронометраж подлинный мастерство режиссер сценарист заключаться обман явный зритель ошеломлять оставаться неведение незаметный кристофер нолан фильм помнить смочь абсолютно сто справляться поставлять задача создавать картина головоломка взрывать мозг восприятие мир несомненно заслуживать слово шедевр любить попусту разбрасываться помнить ' -  шедевр конкретно режиссер конкретно жанр народ смотреть обязательно",positive
воспоминание давать шанс сделать вывод былой ошибка изменять свой наступать сотый грабли боль утрата упоительный счастие взаимный любовь горечь поражение восторг победа переживать отпечатываться голова словно фотография память фото альбом стремиться наполнять яркий красивый снимка подтверждать жить земля жить зря альбом снимок многое формировать личность задавать направление дальнейший представлять альбом заканчиваться идти происходить разный событие встречать новый делать новый фотография беда некуда складывать находить место новый снимок исчезать страшно правда кошмар новый воспоминание жить герой фильм  « помнить » дом леонард ворваться маска убивать жена леонард результат травма лишаться кратковременный память минута мозг стирать свежий информация возвращать герой момент гибель жена жутко вынуждать переживать мечтать забывать  –  унимать свой боль ленни принимать решение находить убийца свой жена самый необычный фильм зритель привыкать сюжет плавно двигаться завязка финал кристофер нолан решать перевертывать свой история нога голова сперва видеть следствие причина новый сцена заканчиваться начинаться предыдущий создаваться странный чувство смотреть кино обратный перемотка конец начало помнить ступор вводить подобный манера повествование просмотр никак понимать происходить видеть какой-то событие конец осознавать значение конец получать ответ расставлять место  –  интриговать отдельный похвала заслуживать актерский состав гай пирс великолепно сыграть раздирать боль жажда месть останавливаться вместе последний удар любимый сердце знать длиться поиск пара возможно долгий просыпаться окружать новый улика знать откуда взяться вести расследование ситуация невозможно продолжать поскольку охота убийца становиться единственный смысл детективный часть периодически разбавляться воспоминание герой прежний кошмар позволять публика сильно переживать герой осознавать тяжесть потеря гай пирс жить история друг исполнение кэрри энн мосс джо пантольяно персонаж второплановый яркий играть роль развитие сюжет история действующий лицо живой настоящий четкий мотивация свой поступок фильм черно-белый история сэмми дженкинс жена отделять основной картина чуткий перемонтировать получаться шикарный короткометражный драма снимать сильный история внутри мощный превращать единый целое способный настоящий гений закругляться иначе рисковать увлекаться сболтнуть лишний испортить удовольствие успевать оценивать достоинство великолепный кино конец хотеться  –  напряженный детективный триллер украшать проникновенный глубокий драматизм браво мистер нолан,positive
